               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,            0.026594,            0.019878,           0.0013604,             0.98817,             0.99223,             0.99389,             0.80994,             0.01737,           0.0087376,          0.00081099,           0.0071884,           0.0071884,           0.0071884
                 144,            0.026579,             0.02084,            0.001338,             0.98767,             0.99113,             0.99349,             0.80222,            0.018115,           0.0087475,          0.00081222,           0.0071686,           0.0071686,           0.0071686
                 145,            0.024947,            0.022074,           0.0013068,             0.99176,             0.99008,             0.99338,             0.79061,            0.018463,           0.0088178,          0.00083124,           0.0071488,           0.0071488,           0.0071488
                 146,            0.027253,            0.021117,           0.0011985,             0.99142,             0.98648,             0.99361,             0.78693,            0.019139,           0.0091349,          0.00084435,            0.007129,            0.007129,            0.007129
                 147,            0.025475,            0.021851,           0.0014048,             0.98748,             0.98769,             0.99337,             0.79097,            0.018591,           0.0087659,          0.00084138,           0.0071092,           0.0071092,           0.0071092
                 148,            0.027044,            0.021152,           0.0011875,             0.98844,             0.99113,             0.99345,             0.79797,            0.017892,           0.0088514,          0.00084802,           0.0070894,           0.0070894,           0.0070894
                 149,            0.027492,             0.02182,             0.00117,             0.99121,             0.98976,             0.99413,             0.77753,            0.020265,            0.008983,           0.0008492,           0.0070696,           0.0070696,           0.0070696
                 150,            0.027029,            0.019763,           0.0011975,             0.99129,             0.99023,             0.99449,             0.75282,            0.021662,           0.0090545,          0.00083614,           0.0070498,           0.0070498,           0.0070498
                 151,            0.024486,            0.019915,            0.001018,             0.99156,             0.98881,             0.99422,             0.81278,            0.018824,           0.0087685,            0.000778,             0.00703,             0.00703,             0.00703
                 152,            0.027862,            0.019883,           0.0010906,              0.9875,             0.99626,             0.99424,             0.80879,            0.018248,           0.0086506,          0.00074413,           0.0070102,           0.0070102,           0.0070102
                 153,            0.023523,            0.018814,            0.000893,             0.98681,              0.9975,             0.99434,             0.80274,            0.019991,           0.0087285,          0.00069769,           0.0069904,           0.0069904,           0.0069904
                 154,            0.027571,             0.02036,          0.00093757,             0.98611,             0.99878,             0.99456,             0.80038,            0.019231,            0.008837,          0.00070141,           0.0069706,           0.0069706,           0.0069706
                 155,            0.025231,            0.018825,          0.00086948,             0.98456,              0.9914,              0.9944,             0.83169,            0.016708,            0.008543,          0.00069466,           0.0069508,           0.0069508,           0.0069508
                 156,            0.026284,            0.021345,          0.00096454,             0.98175,             0.99649,             0.99433,              0.8244,            0.017598,           0.0086583,          0.00072395,            0.006931,            0.006931,            0.006931
                 157,             0.02398,            0.020592,          0.00093426,             0.99161,             0.99057,             0.99439,             0.81609,            0.017571,           0.0085251,          0.00076515,           0.0069112,           0.0069112,           0.0069112
                 158,            0.025891,            0.019454,           0.0010722,              0.9934,             0.99071,             0.99447,             0.81847,            0.017582,           0.0086816,          0.00078971,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023714,            0.016652,           0.0011179,             0.98891,              0.9977,             0.99453,             0.83063,            0.016816,           0.0084648,          0.00079323,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026043,            0.019611,           0.0018609,             0.98982,              0.9977,             0.99463,             0.82136,            0.017685,            0.008473,          0.00080635,           0.0068518,           0.0068518,           0.0068518
                 161,            0.025937,            0.022414,           0.0012593,             0.98497,             0.99724,             0.99463,             0.82957,             0.01705,           0.0085237,          0.00080973,            0.006832,            0.006832,            0.006832
                 162,            0.025575,            0.020748,           0.0018426,             0.98591,             0.99696,             0.99434,             0.80545,            0.018268,           0.0087142,          0.00081071,           0.0068122,           0.0068122,           0.0068122
                 163,            0.024091,            0.020371,           0.0011744,             0.98984,             0.99649,             0.99416,             0.82004,            0.017576,           0.0083683,          0.00076911,           0.0067924,           0.0067924,           0.0067924
                 164,            0.025844,            0.023139,           0.0011343,             0.98953,             0.99459,             0.99407,             0.81955,            0.018547,           0.0083338,          0.00073203,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025503,            0.019211,            0.000847,             0.98884,             0.99399,             0.99466,             0.80512,            0.017933,           0.0083887,          0.00070582,           0.0067528,           0.0067528,           0.0067528
                 166,             0.02592,            0.021865,           0.0011925,             0.99161,             0.99644,             0.99472,             0.79507,            0.019736,             0.00845,          0.00071548,            0.006733,            0.006733,            0.006733
                 167,            0.025301,            0.020113,           0.0010975,             0.99132,             0.99679,             0.99477,             0.83116,            0.016354,           0.0082266,          0.00071592,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02538,            0.019585,          0.00098227,             0.98988,             0.99556,             0.99472,             0.83393,            0.016512,           0.0083728,          0.00072118,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024369,            0.019278,           0.0012754,             0.99307,             0.99211,             0.99468,             0.81763,            0.017309,           0.0084904,          0.00073276,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024479,            0.019555,           0.0011423,             0.99139,             0.99378,              0.9947,             0.79892,            0.019437,           0.0086749,          0.00073794,           0.0066538,           0.0066538,           0.0066538
                 171,            0.025342,            0.022851,           0.0011385,             0.99041,             0.99327,             0.99463,              0.7957,            0.018561,           0.0087461,          0.00073847,            0.006634,            0.006634,            0.006634
                 172,            0.026335,            0.020753,             0.00124,             0.99056,             0.99253,             0.99464,             0.79815,            0.018658,           0.0087772,          0.00076205,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023453,            0.020285,           0.0012849,             0.99149,             0.99327,             0.99475,             0.81733,            0.017229,           0.0083173,           0.0007505,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025022,            0.018847,           0.0013543,             0.98932,             0.99431,             0.99479,             0.81361,            0.017628,           0.0081084,          0.00073284,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02393,            0.019666,           0.0010246,             0.99219,             0.99398,             0.99471,             0.80626,            0.017913,           0.0083745,          0.00070108,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02492,            0.020131,             0.00091,             0.99118,             0.99505,             0.99455,             0.80561,            0.017997,           0.0083422,          0.00068076,            0.006535,            0.006535,            0.006535
                 177,            0.023784,            0.020107,          0.00088637,             0.98906,             0.99218,             0.99452,             0.81788,             0.01744,           0.0083651,          0.00065674,           0.0065152,           0.0065152,           0.0065152
                 178,            0.024368,            0.019586,           0.0014884,             0.99052,             0.99255,             0.99475,             0.80427,            0.018102,           0.0082406,          0.00066994,           0.0064954,           0.0064954,           0.0064954
                 179,            0.024593,            0.019748,           0.0011899,             0.99312,             0.98983,             0.99475,              0.8282,            0.016253,           0.0079601,          0.00067707,           0.0064756,           0.0064756,           0.0064756
                 180,             0.02485,            0.019513,           0.0010301,             0.99762,             0.98735,             0.99473,             0.82258,            0.016803,           0.0081217,          0.00068521,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022717,            0.017726,          0.00095797,             0.99606,             0.99056,             0.99477,              0.8352,            0.016606,           0.0080177,          0.00067746,            0.006436,            0.006436,            0.006436
                 182,            0.025151,            0.019332,           0.0012948,             0.99581,             0.98989,             0.99473,             0.83046,            0.017835,           0.0082186,          0.00066063,           0.0064162,           0.0064162,           0.0064162
                 183,            0.025119,            0.021555,          0.00095287,             0.99194,              0.9908,             0.99468,             0.83915,            0.015812,           0.0080308,          0.00066358,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023747,            0.019692,           0.0010477,             0.98992,             0.99238,             0.99461,             0.84629,            0.016018,            0.008109,          0.00067538,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023623,            0.019647,           0.0010059,              0.9928,              0.9868,             0.99466,             0.82324,            0.016954,           0.0082428,          0.00067185,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025815,            0.019102,          0.00097191,             0.99211,             0.99107,             0.99475,             0.83717,            0.016082,            0.008156,          0.00066408,            0.006337,            0.006337,            0.006337
                 187,            0.024115,             0.01906,           0.0010552,             0.99609,             0.98734,             0.99482,             0.82334,             0.01685,           0.0082424,          0.00064504,           0.0063172,           0.0063172,           0.0063172
                 188,            0.024999,            0.020697,          0.00082597,             0.99132,              0.9954,             0.99482,             0.82767,             0.01659,           0.0081089,          0.00063706,           0.0062974,           0.0062974,           0.0062974
                 189,             0.02299,             0.01863,           0.0012829,             0.99319,             0.99424,             0.99484,              0.8341,            0.017023,           0.0081257,          0.00065051,           0.0062776,           0.0062776,           0.0062776
                 190,            0.023821,            0.019786,          0.00094001,             0.99366,              0.9953,             0.99482,             0.82658,            0.016912,           0.0080911,          0.00065822,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022312,            0.018991,          0.00097954,             0.99205,              0.9957,             0.99491,             0.85054,            0.015636,           0.0077799,          0.00067478,            0.006238,            0.006238,            0.006238
                 192,            0.024305,            0.021502,          0.00087328,             0.98713,             0.99613,              0.9948,             0.83249,            0.016917,           0.0078609,          0.00069026,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022399,            0.021059,          0.00094335,             0.99451,             0.99095,             0.99473,             0.82668,            0.016992,           0.0080698,          0.00068813,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023708,            0.019505,          0.00084484,             0.99418,             0.99203,              0.9948,              0.8333,            0.017087,           0.0080273,           0.0006766,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022621,            0.016991,           0.0010333,             0.99397,             0.99241,             0.99484,             0.84266,            0.015881,           0.0079123,          0.00066638,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022654,            0.018809,          0.00085181,             0.99371,             0.98867,              0.9948,             0.83187,            0.017334,           0.0081412,          0.00065149,            0.006139,            0.006139,            0.006139
                 197,            0.023715,            0.021221,           0.0015931,             0.99596,             0.98602,             0.99477,             0.82901,            0.016043,           0.0080624,          0.00065636,           0.0061192,           0.0061192,           0.0061192
                 198,            0.023099,            0.020166,          0.00099185,             0.99707,              0.9889,             0.99482,             0.82464,            0.016198,           0.0081001,          0.00068167,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021464,            0.019052,           0.0008625,             0.99478,             0.98937,             0.99478,             0.81932,            0.016864,           0.0080922,          0.00070408,           0.0060796,           0.0060796,           0.0060796
                 200,            0.023423,            0.017956,           0.0010275,             0.99121,             0.98747,             0.99475,             0.82526,            0.017118,           0.0081247,          0.00072672,           0.0060598,           0.0060598,           0.0060598
                 201,            0.025373,            0.021341,           0.0011283,             0.98775,              0.9954,              0.9948,             0.85185,            0.014998,           0.0078234,          0.00076035,             0.00604,             0.00604,             0.00604
                 202,            0.022429,            0.018563,           0.0010311,             0.99039,             0.99673,             0.99489,             0.84073,             0.01652,           0.0079818,          0.00076538,           0.0060202,           0.0060202,           0.0060202
                 203,            0.024904,            0.020251,           0.0010043,             0.99411,             0.98732,             0.99482,             0.83814,            0.015589,           0.0078872,          0.00075894,           0.0060004,           0.0060004,           0.0060004
                 204,             0.02283,            0.018517,           0.0010091,             0.99604,              0.9864,             0.99473,             0.83112,            0.016954,           0.0080256,          0.00072088,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022922,            0.018808,          0.00096137,             0.99816,             0.98516,              0.9948,             0.82999,            0.015849,           0.0078981,          0.00067305,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024682,            0.017479,          0.00081083,             0.99882,             0.98663,             0.99482,             0.83687,            0.016355,           0.0080062,          0.00065206,            0.005941,            0.005941,            0.005941
                 207,            0.022777,            0.018978,          0.00079088,             0.99702,             0.98423,             0.99469,             0.84732,            0.015407,           0.0077897,          0.00061841,           0.0059212,           0.0059212,           0.0059212
                 208,            0.023252,             0.01817,           0.0010395,             0.99334,             0.98588,             0.99422,             0.83569,            0.016307,           0.0078425,          0.00061566,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023804,            0.019063,          0.00080033,             0.99182,              0.9916,             0.99473,             0.83763,            0.016054,           0.0077786,          0.00061363,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023953,            0.017564,          0.00090885,             0.99694,             0.98783,             0.99478,             0.84524,            0.016372,           0.0077892,          0.00063094,           0.0058618,           0.0058618,           0.0058618
                 211,            0.023095,             0.01889,           0.0010383,             0.99925,             0.98649,             0.99478,             0.84213,            0.015622,           0.0077431,          0.00064168,            0.005842,            0.005842,            0.005842
                 212,            0.023442,            0.018595,          0.00092146,             0.99577,             0.98787,              0.9948,             0.84844,            0.015199,           0.0076806,          0.00064246,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021563,            0.019553,           0.0010643,             0.99173,             0.99179,              0.9948,             0.85631,            0.015005,           0.0076365,          0.00061686,           0.0058024,           0.0058024,           0.0058024
                 214,            0.023572,             0.01965,          0.00090694,             0.99191,             0.99738,             0.99486,              0.8457,            0.015513,           0.0076929,          0.00060225,           0.0057826,           0.0057826,           0.0057826
                 215,            0.023888,            0.019227,          0.00096793,             0.99192,             0.99463,             0.99486,             0.85149,            0.015411,           0.0075872,          0.00059732,           0.0057628,           0.0057628,           0.0057628
                 216,            0.022325,            0.018815,          0.00092697,              0.9918,             0.99196,             0.99486,             0.85537,            0.014865,           0.0075723,          0.00061451,            0.005743,            0.005743,            0.005743
                 217,            0.021433,             0.01881,           0.0009292,             0.99022,             0.99148,             0.99482,             0.85244,            0.015314,           0.0075467,          0.00065296,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022662,            0.018448,           0.0011623,             0.99261,             0.99283,             0.99486,             0.84598,             0.01541,           0.0075399,          0.00067626,           0.0057034,           0.0057034,           0.0057034
                 219,            0.022373,            0.019004,           0.0010488,             0.99243,             0.99378,             0.99489,             0.86047,            0.014566,           0.0074106,          0.00069528,           0.0056836,           0.0056836,           0.0056836
                 220,            0.023019,            0.018261,          0.00095478,             0.99287,             0.99312,             0.99486,             0.84786,            0.015603,            0.007544,          0.00070351,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021899,            0.020166,          0.00093988,             0.99443,             0.99185,             0.99484,             0.86387,            0.014302,           0.0074025,          0.00068462,            0.005644,            0.005644,            0.005644
                 222,            0.022534,            0.019507,          0.00091893,             0.99712,             0.98687,             0.99484,             0.85208,            0.015234,           0.0075753,          0.00065834,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021683,            0.018646,          0.00084212,             0.99194,             0.99195,              0.9948,             0.85791,             0.01505,           0.0075567,          0.00059735,           0.0056044,           0.0056044,           0.0056044
                 224,            0.023101,            0.017842,          0.00081378,             0.99152,             0.99254,              0.9948,             0.85403,            0.014789,           0.0075944,          0.00057938,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021686,            0.018384,           0.0010675,             0.99176,              0.9932,             0.99475,             0.85938,            0.015001,           0.0075964,          0.00056776,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022136,            0.019074,          0.00082357,             0.99211,             0.99366,             0.99473,             0.86023,            0.014197,           0.0074349,          0.00057436,            0.005545,            0.005545,            0.005545
                 227,            0.020315,            0.016349,          0.00094618,             0.99401,             0.99329,              0.9948,             0.85456,             0.01459,           0.0075228,          0.00057469,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022192,            0.016914,          0.00092703,             0.99146,             0.99304,             0.99473,             0.84263,            0.015551,           0.0076092,          0.00058308,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021336,            0.016995,          0.00095218,             0.99421,             0.99314,             0.99475,             0.86217,            0.014082,           0.0072957,          0.00058462,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021273,            0.017644,          0.00078541,             0.99592,             0.99034,             0.99475,             0.84936,            0.015376,           0.0074467,          0.00057543,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021848,            0.017992,          0.00091033,             0.99489,             0.99253,             0.99477,             0.86188,            0.014278,           0.0073054,          0.00058116,            0.005446,            0.005446,            0.005446
                 232,            0.022189,            0.016632,          0.00082741,             0.99234,             0.99359,             0.99484,             0.85328,            0.014987,           0.0074211,          0.00059988,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020275,            0.017539,           0.0010525,             0.99346,             0.99333,             0.99491,             0.86779,            0.013954,           0.0073729,          0.00059464,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022823,            0.016458,          0.00093883,             0.99239,             0.99593,             0.99491,             0.85159,            0.014626,           0.0074485,          0.00057766,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021096,            0.017855,          0.00078392,             0.99394,              0.9948,             0.99486,             0.85693,            0.015352,           0.0075334,          0.00055434,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023046,            0.017861,          0.00094074,             0.99361,             0.99231,             0.99486,             0.84438,            0.016102,           0.0076285,          0.00055423,            0.005347,            0.005347,            0.005347
                 237,            0.021848,            0.018056,          0.00083025,             0.99238,             0.99411,             0.99491,             0.86478,            0.013803,             0.00734,          0.00054788,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02097,              0.0179,           0.0011095,             0.99462,             0.99169,             0.99493,             0.85734,            0.014794,           0.0075298,          0.00053894,           0.0053074,           0.0053074,           0.0053074
                 239,            0.020577,            0.017979,          0.00064435,             0.99553,             0.99357,             0.99484,             0.86774,            0.013925,           0.0073503,          0.00051834,           0.0052876,           0.0052876,           0.0052876
                 240,             0.02152,            0.018362,          0.00070737,             0.99394,             0.99407,             0.99482,             0.85604,            0.014841,           0.0074016,          0.00050385,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022666,            0.018201,          0.00073244,             0.99442,             0.99241,             0.99482,             0.86829,            0.013727,           0.0072396,          0.00049224,            0.005248,            0.005248,            0.005248
                 242,            0.020375,            0.018335,          0.00079789,             0.99469,              0.9918,             0.99478,             0.87332,            0.013841,           0.0072166,            0.000499,           0.0052282,           0.0052282,           0.0052282
                 243,            0.021349,            0.018783,          0.00079239,             0.99443,              0.9908,             0.99475,             0.85779,            0.014632,           0.0073764,          0.00050085,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022538,            0.019743,          0.00077274,             0.99517,              0.9908,             0.99475,             0.85359,            0.015135,           0.0074336,          0.00051162,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021609,            0.017124,          0.00073584,             0.99572,             0.99045,             0.99471,              0.8561,            0.014206,           0.0072591,          0.00052249,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019838,            0.017428,          0.00079108,             0.99144,             0.99301,             0.99467,              0.8635,            0.013963,           0.0071996,          0.00053079,            0.005149,            0.005149,            0.005149
                 247,            0.020659,            0.017074,          0.00073567,             0.99181,              0.9931,             0.99473,             0.85892,            0.013812,           0.0071121,          0.00054538,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02139,            0.017787,          0.00077606,             0.99559,             0.98746,             0.99475,             0.84198,            0.015708,             0.00741,           0.0005461,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02189,            0.018025,          0.00090788,             0.99709,             0.98659,             0.99475,             0.85933,            0.014421,           0.0072386,          0.00055764,           0.0050896,           0.0050896,           0.0050896
                 250,            0.021499,            0.016572,          0.00086504,             0.99695,             0.98648,             0.99471,             0.85692,            0.014336,           0.0071717,          0.00056221,           0.0050698,           0.0050698,           0.0050698
                 251,             0.02148,            0.016161,          0.00091045,             0.99886,             0.98897,             0.99475,             0.86426,            0.013683,           0.0070936,          0.00055932,             0.00505,             0.00505,             0.00505
                 252,            0.021543,             0.01925,          0.00079098,             0.99759,             0.98949,             0.99484,             0.85521,            0.014694,           0.0072647,          0.00054435,           0.0050302,           0.0050302,           0.0050302
                 253,             0.02141,             0.01837,          0.00092232,             0.99729,             0.99178,             0.99486,             0.86806,            0.013561,           0.0070753,          0.00052448,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019967,            0.016979,          0.00081208,             0.99851,             0.99153,             0.99489,             0.85773,            0.014709,           0.0072578,           0.0005158,           0.0049906,           0.0049906,           0.0049906
                 255,            0.020816,            0.018204,          0.00065481,             0.99837,             0.99169,             0.99489,             0.86262,            0.014146,           0.0071005,          0.00051146,           0.0049708,           0.0049708,           0.0049708
                 256,            0.021292,            0.017371,          0.00068591,             0.99863,              0.9908,             0.99489,             0.87163,            0.013725,           0.0070335,          0.00052523,            0.004951,            0.004951,            0.004951
                 257,            0.021311,            0.016601,          0.00087858,             0.99301,              0.9957,             0.99493,             0.86816,            0.013745,           0.0070469,          0.00054327,           0.0049312,           0.0049312,           0.0049312
                 258,            0.020104,            0.017044,          0.00077018,             0.99598,             0.99392,             0.99493,              0.8708,            0.013708,           0.0071236,          0.00055202,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020001,            0.017853,          0.00079175,             0.99718,              0.9908,             0.99486,             0.86792,            0.013584,           0.0069085,          0.00054627,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020451,            0.016764,          0.00069541,             0.99894,             0.99165,             0.99484,             0.86971,            0.013861,           0.0069882,          0.00054265,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020223,            0.018958,          0.00088793,             0.99812,              0.9908,              0.9948,             0.87139,            0.013246,           0.0069696,          0.00054706,            0.004852,            0.004852,            0.004852
                 262,            0.022216,            0.018709,          0.00066573,             0.99776,              0.9908,             0.99486,             0.86951,            0.013465,           0.0070106,           0.0005528,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019096,            0.017308,           0.0006951,             0.99668,              0.9931,             0.99484,             0.87204,            0.013288,            0.006937,          0.00054519,           0.0048124,           0.0048124,           0.0048124
                 264,            0.022219,            0.016905,          0.00058989,             0.99612,             0.99454,             0.99489,             0.86705,            0.014087,           0.0070711,          0.00053162,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021407,            0.017704,          0.00082036,             0.99412,             0.99484,             0.99489,             0.87137,            0.013326,           0.0069601,          0.00051811,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021932,            0.017334,          0.00073581,             0.99808,             0.99094,             0.99491,             0.87713,            0.013304,           0.0068871,          0.00051637,            0.004753,            0.004753,            0.004753
                 267,            0.019334,            0.016075,          0.00069379,              0.9975,              0.9908,             0.99491,             0.87958,            0.012838,           0.0068477,           0.0005127,           0.0047332,           0.0047332,           0.0047332
                 268,            0.019302,            0.017763,          0.00058567,             0.99804,              0.9915,             0.99491,             0.86761,            0.014254,             0.00702,          0.00050241,           0.0047134,           0.0047134,           0.0047134
                 269,            0.020614,            0.016741,          0.00075956,             0.99596,              0.9908,             0.99491,             0.87873,            0.012884,           0.0069616,          0.00049088,           0.0046936,           0.0046936,           0.0046936
                 270,            0.020728,            0.018464,          0.00072087,              0.9963,             0.99015,             0.99489,             0.86955,            0.013471,           0.0070247,          0.00048919,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019854,            0.015868,          0.00063285,             0.99566,             0.99031,             0.99491,             0.88373,            0.012798,            0.006931,          0.00048035,            0.004654,            0.004654,            0.004654
                 272,            0.019469,            0.017391,          0.00073741,             0.99526,             0.99315,             0.99493,             0.87649,             0.01338,           0.0069081,          0.00047098,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020937,            0.017751,          0.00080232,             0.99619,              0.9941,             0.99491,             0.88762,            0.013247,           0.0069014,          0.00047341,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020815,             0.01783,          0.00065403,              0.9964,              0.9931,             0.99484,             0.88704,            0.012802,           0.0068402,           0.0004774,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019171,            0.016932,          0.00062175,             0.99729,              0.9908,             0.99489,             0.89101,            0.012488,           0.0068723,           0.0004596,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021027,            0.017358,          0.00064598,             0.99693,              0.9908,             0.99489,             0.89218,            0.012519,           0.0068979,           0.0004511,            0.004555,            0.004555,            0.004555
                 277,            0.019666,            0.016769,          0.00072841,             0.99896,             0.99196,             0.99486,             0.87724,            0.013251,           0.0069194,          0.00044499,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020831,            0.016793,          0.00084436,             0.99916,             0.99075,             0.99482,             0.88857,            0.012733,           0.0068317,          0.00044878,           0.0045154,           0.0045154,           0.0045154
                 279,            0.020629,            0.016071,          0.00063732,             0.99895,              0.9908,             0.99482,             0.88486,            0.012699,           0.0067956,          0.00044191,           0.0044956,           0.0044956,           0.0044956
                 280,            0.020914,            0.018109,          0.00060321,              0.9983,             0.99255,             0.99491,             0.87572,            0.013071,           0.0068958,          0.00043338,           0.0044758,           0.0044758,           0.0044758
                 281,            0.020222,            0.018329,          0.00068444,             0.99646,             0.99309,             0.99486,              0.8857,            0.012561,            0.006732,          0.00042763,            0.004456,            0.004456,            0.004456
                 282,            0.019891,            0.017478,          0.00062345,             0.99653,             0.99232,             0.99484,             0.87224,            0.013864,           0.0068823,          0.00042696,           0.0044362,           0.0044362,           0.0044362
                 283,            0.020638,             0.01622,          0.00065397,             0.99428,             0.99438,             0.99482,             0.87675,            0.012927,           0.0068298,          0.00043564,           0.0044164,           0.0044164,           0.0044164
                 284,             0.01902,             0.01646,          0.00061478,             0.99352,              0.9954,             0.99482,             0.86388,            0.014032,           0.0070388,          0.00043491,           0.0043966,           0.0043966,           0.0043966
                 285,            0.020071,            0.017657,          0.00063725,             0.99436,             0.99686,             0.99486,             0.87668,            0.012915,            0.006923,          0.00043494,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020865,            0.017436,          0.00062878,             0.99443,             0.99627,             0.99486,             0.86943,            0.013322,            0.007029,          0.00043252,            0.004357,            0.004357,            0.004357
                 287,            0.019142,            0.016092,           0.0006106,             0.99399,             0.99596,             0.99486,             0.87324,            0.012917,           0.0068873,          0.00042815,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020376,            0.018193,          0.00080409,             0.99397,             0.99496,             0.99486,             0.87411,             0.01287,           0.0068839,          0.00042665,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018073,            0.014819,          0.00077724,             0.99637,              0.9921,             0.99489,             0.88142,            0.013014,           0.0068631,           0.0004195,           0.0042976,           0.0042976,           0.0042976
                 290,            0.020076,            0.017303,          0.00059868,             0.99578,             0.99275,             0.99491,             0.88319,              0.0128,           0.0068098,          0.00041763,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019781,            0.019311,           0.0006518,             0.99567,             0.99402,             0.99488,             0.88485,             0.01232,           0.0067478,          0.00041143,            0.004258,            0.004258,            0.004258
                 292,            0.019586,            0.016817,          0.00063093,              0.9952,              0.9931,             0.99482,              0.8855,            0.012965,           0.0068558,          0.00040403,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019904,             0.01739,          0.00078633,              0.9949,              0.9931,             0.99477,             0.88705,            0.012397,           0.0068259,          0.00040758,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019555,            0.016599,          0.00075085,             0.99525,              0.9931,             0.99479,             0.88752,            0.012288,            0.006848,          0.00041262,           0.0041986,           0.0041986,           0.0041986
                 295,             0.02009,            0.016226,          0.00057917,             0.99539,             0.99433,             0.99484,             0.89293,            0.012074,           0.0067743,          0.00042705,           0.0041788,           0.0041788,           0.0041788
                 296,            0.019577,            0.016874,          0.00070238,             0.99637,             0.99426,             0.99482,             0.88901,            0.012343,           0.0068016,          0.00043864,            0.004159,            0.004159,            0.004159
                 297,            0.018987,            0.016645,          0.00065088,             0.99621,             0.99491,             0.99484,             0.88808,            0.012731,           0.0068452,          0.00046622,           0.0041392,           0.0041392,           0.0041392
                 298,            0.020157,            0.018066,          0.00071211,             0.99465,              0.9931,             0.99486,             0.88808,            0.012873,           0.0067169,            0.000477,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018638,            0.015965,          0.00087011,             0.99638,             0.99508,             0.99491,             0.89336,            0.011847,           0.0066038,          0.00048988,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018082,            0.014719,          0.00062573,             0.99323,             0.99681,             0.99486,             0.89154,            0.012036,           0.0065998,          0.00049303,           0.0040798,           0.0040798,           0.0040798
                 301,            0.019145,            0.015729,          0.00062624,             0.99412,             0.99599,             0.99491,             0.87912,            0.013184,           0.0067334,          0.00048801,             0.00406,             0.00406,             0.00406
